run_started_at,episode,total_steps,episode_reward,duration_steps,elapsed_seconds,terminal_reward
2026-04-09T11:40:11,1,500,-8.51999982073903,500,11.881,-0.5
2026-04-09T11:40:11,2,1000,-10.319999780505896,500,14.504,-0.5
2026-04-09T11:40:11,3,1450,-8.459999833256006,450,15.107,-1.0
2026-04-09T11:40:11,4,1754,-7.059999864548445,304,10.155,-1.0
2026-04-09T11:40:11,5,1998,0.9799999557435513,244,7.304,-1.0
2026-04-09T11:40:11,6,2473,-8.31999983638525,475,14.808,-1.0
2026-04-09T11:40:11,7,2828,-4.159999929368496,355,11.801,-1.0
2026-04-09T11:40:11,8,3079,1.559999942779541,251,8.393,-1.0
2026-04-09T11:40:11,9,3310,-5.399999901652336,231,7.62,-1.0
2026-04-09T11:40:11,10,3661,-6.199999883770943,351,11.119,-1.0
2026-04-09T11:40:11,11,3858,0.9200000017881393,197,5.989,1.0
2026-04-09T11:40:11,12,4270,-9.099999818950891,412,13.441,-1.0
2026-04-09T11:40:11,13,4751,8.839999824762344,481,17.291,1.0
2026-04-09T11:40:11,14,4752,1.0,1,0.073,1.0
2026-04-09T11:40:11,15,5188,-9.299999814480543,436,13.776,-1.0
2026-04-09T11:40:11,16,5688,-3.9599999226629734,500,16.622,-0.5
2026-04-09T11:40:11,17,6093,-8.599999830126762,405,13.023,-1.0
2026-04-09T11:40:11,18,6244,3.7599999383091927,151,5.472,1.0
2026-04-09T11:40:11,19,6681,-1.719999983906746,437,14.836,-1.0
2026-04-09T11:40:11,20,6967,-6.699999872595072,286,9.316,-1.0
2026-04-09T11:40:11,21,7060,2.7999999597668648,93,3.112,1.0
2026-04-09T11:40:11,22,7158,2.81999995931983,98,2.948,1.0
2026-04-09T11:40:11,23,7463,6.159999884665012,305,9.76,1.0
2026-04-09T11:40:11,24,7589,3.2599999494850636,126,3.198,1.0
2026-04-09T11:40:11,25,7865,-5.21999990567565,276,8.859,-1.0
2026-04-09T11:40:11,26,8187,-2.6199999637901783,322,10.44,-1.0
2026-04-09T11:40:11,27,8687,2.5999999307096004,500,15.472,-0.5
2026-04-09T11:40:11,28,9187,3.3199999146163464,500,15.461,-0.5
2026-04-09T11:40:11,29,9687,-1.959999967366457,500,15.42,-0.5
2026-04-09T11:40:11,30,10187,-9.199999805539846,500,9.751,-0.5
2026-04-09T11:40:11,31,10687,3.3199999146163464,500,10.02,-0.5
2026-04-09T11:40:11,32,10989,-0.9800000004470348,302,6.032,-1.0
2026-04-09T11:40:11,33,11073,2.6199999637901783,84,1.715,1.0
2026-04-09T11:40:11,34,11168,2.839999958872795,95,1.912,1.0
2026-04-09T11:40:11,35,11304,3.659999940544367,136,2.743,1.0
2026-04-09T11:40:11,36,11713,-3.6399999409914017,409,8.198,-1.0
2026-04-09T11:40:11,37,11818,3.0399999544024467,105,2.119,1.0
2026-04-09T11:40:11,38,11980,3.779999937862158,162,3.264,1.0
2026-04-09T11:40:11,39,12260,5.21999990567565,280,5.629,1.0
2026-04-09T11:40:11,40,12347,2.679999962449074,87,1.747,1.0
2026-04-09T11:40:11,41,12383,1.6599999852478504,36,0.733,1.0
2026-04-09T11:40:11,42,12641,4.339999925345182,258,5.989,1.0
2026-04-09T11:40:11,43,13141,-7.439999844878912,500,13.125,-0.5
